codEle,alias,provincia,precision,poblacion,fecha,suceso,sentido,descripcion,fechaFin,lng,pkFinal,causa,carretera,hora,estado,autonomia,pkIni,icono,tipo,horaFin,lat,nivel
11231897,EVENTOS / N-435 (34.0 - 34.0),BADAJOZ,1,ALMENDRAL,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-435 </span> </b> en el <b> km 34</b> en <b>ALMENDRAL (BADAJOZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-6.8175526,34,ORDEN PÚBLICO,N-435,08:40,1,Extremadura,34,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,38.614315,NEGRO
11232200,EVENTOS / EX-105 (112.0 - 112.0),BADAJOZ,1,ALMENDRAL,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">EX-105 </span> </b> en el <b> km 112</b> en <b>ALMENDRAL (BADAJOZ)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-6.821511,112,ORDEN PÚBLICO,EX-105,09:44,1,Extremadura,112,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,38.617016,NEGRO
11232573,EVENTOS / EX-109 (60.2 - 60.3),CÁCERES,1,ACEBO,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">EX-109 </span> </b> a la altura de <b>ACEBO (CÁCERES)</b> desde el <b> km 60.2</b> al <b> km 60.3</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTES INTERMITENTES</b></span>",?,-6.675475,60.3,ORDEN PÚBLICO,EX-109,10:37,1,Extremadura,60.2,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,40.182793,NO APLICA
11234963,EVENTOS / EX-205 (14.0 - 14.0),CÁCERES,1,VALVERDE DEL FRESNO,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">EX-205 </span> </b> en el <b> km 14</b> en <b>VALVERDE DEL FRESNO (CÁCERES)</b> sentido <b>AMBOS SENTIDOS</b> hacia <b>Ambos sentidos</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTES INTERMITENTES</b></span>",?,-6.895381,14,ORDEN PÚBLICO,EX-205,15:50,1,Extremadura,14,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,40.207638,NO APLICA
11234971,EVENTOS / EX-A1 (93.0 - 93.0),CÁCERES,1,CASAS DE DON GOMEZ,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">EX-A1 </span> </b> en el <b> km 93</b> en <b>CASAS DE DON GOMEZ (CÁCERES)</b> sentido <b>AMBOS SENTIDOS</b> hacia <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTES INTERMITENTES</b></span>",?,-6.607211,93,ORDEN PÚBLICO,EX-A1,15:53,1,Extremadura,93,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,40.026455,NO APLICA
11232849,EVENTOS / EX-A1 (98.0 - 98.5),CÁCERES,1,MORALEJA,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">EX-A1 </span> </b> a la altura de <b>MORALEJA (CÁCERES)</b> desde el <b> km 98</b> al <b> km 98.5</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>UN SOLO CARRIL CON TRÁFICO ALTERNADO</b></span>",?,-6.662452,98.5,ORDEN PÚBLICO,EX-A1,11:21,1,Extremadura,98,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,40.041405,NO APLICA
11233850,EVENTOS / N-630 (479.0 - 478.9),CÁCERES,1,PRADOCHANO,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>CRUCE</b> de la carretera  <b> <span style=""color:#ab3000"">N-630 </span> </b> a la altura de <b>PRADOCHANO (CÁCERES)</b> desde el <b> km 479</b> al <b> km 478.9</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTES INTERMITENTES</b></span>",?,-6.151676,478.9,ORDEN PÚBLICO,N-630,13:18,1,Extremadura,479,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,39.98187,NO APLICA
11233924,EVENTOS / EX-108 (52.0 - 53.5),CÁCERES,1,PLASENCIA,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>CRUCE</b> de la carretera  <b> <span style=""color:#ab3000"">EX-108 </span> </b> desde el <b> km 52 </b> en <b>PLASENCIA (CÁCERES)</b> al <b> km 53.5</b> en <b>PRADOCHANO (CÁCERES)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTES INTERMITENTES</b></span>",?,-6.1392703,53.5,ORDEN PÚBLICO,EX-108,13:25,1,Extremadura,52,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,39.982082,NO APLICA
11235811,EVENTOS / A-7 (953.0 - 953.15),MÁLAGA,1,TORRE DEL MAR,10/02/2024,EVENTOS,CRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  - <b>SALIDA</b> de la carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> desde el <b> km 953 </b> en <b>TORRE DEL MAR (MÁLAGA)</b> al <b> km 953.15</b> en <b>VELEZ-MALAGA (MÁLAGA)</b> sentido <b>CRECIENTE DE LA KILOMETRACIÓN</b> hacia <b>CÁDIZ</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE DE UN CARRIL</b></span>",?,-4.1006117,953.15,ORDEN PÚBLICO,A-7,17:44,1,Andalucía,953,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,36.756687,NO APLICA
11235708,EVENTOS / A-7 (953.15 - 953.15),MÁLAGA,1,TORRE DEL MAR,10/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-7 </span> </b> en el <b> km 953.15</b> en <b>TORRE DEL MAR (MÁLAGA)</b> sentido <b>AMBOS SENTIDOS</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-4.1022925,953.15,ORDEN PÚBLICO,A-7,17:44,1,Andalucía,953.15,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,36.756645,NEGRO
