codEle,alias,provincia,precision,poblacion,fecha,suceso,sentido,descripcion,fechaFin,lng,pkFinal,causa,carretera,hora,estado,autonomia,pkIni,icono,tipo,horaFin,lat,nivel
11423715,EVENTOS / BU-535 (1.7 - 1.7),BURGOS,1,ALTO SAN ROQUE,29/02/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación irregular  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">BU-535 </span> </b> en el <b> km 1.7</b> en <b>ALTO SAN ROQUE (BURGOS)</b> sentido <b>AMBOS SENTIDOS</b></span>",?,-2.9627533,1.7,ORDEN PÚBLICO,BU-535,14:14,1,Castilla y León,1.7,INC_ACT_EVD_LS3_CAC.png,Incidencia,?,42.700005,AMARILLO
11433051,EVENTOS / N-240 (121.2 - 121.2),HUESCA,1,ALTORRICON,01/03/2024,EVENTOS,DECRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-240 </span> </b> en el <b> km 121.2</b> en <b>ALTORRICON (HUESCA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",?,0.3812906,121.2,ORDEN PÚBLICO,N-240,12:01,1,Aragón,121.2,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,41.77376,NO APLICA
11432728,EVENTOS / N-230 (41.76 - 41.76),HUESCA,1,ALCAMPELL,01/03/2024,EVENTOS,DECRECIENTE DE LA KILOMETRACIÓN,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-230 </span> </b> en el <b> km 41.76</b> en <b>ALCAMPELL (HUESCA)</b> sentido <b>DECRECIENTE DE LA KILOMETRACIÓN</b></span>",?,0.4672301,41.76,ORDEN PÚBLICO,N-230,11:35,1,Aragón,41.76,INC_ACT_EVD_NAP_CAC.png,Incidencia,?,41.923428,NO APLICA
11431670,EVENTOS / C-26 (1.7 - 1.2),LLEIDA,1,ALFARRAS,01/03/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">C-26 </span> </b> a la altura de <b>ALFARRAS (LLEIDA)</b> desde el <b> km 1.7</b> al <b> km 1.2</b> sentido <b>AMBOS SENTIDOS</b></span>",?,0.5732951,1.2,,C-26,10:19,1,Cataluña,1.7,INC_ACT_EVD_LS2_CAC.png,Incidencia,?,41.829994,ROJO
11431668,EVENTOS / N-230 (27.0 - 26.0),LLEIDA,1,ALFARRAS,01/03/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-230 </span> </b> a la altura de <b>ALFARRAS (LLEIDA)</b> desde el <b> km 27</b> al <b> km 26</b> sentido <b>AMBOS SENTIDOS</b></span>",?,0.5686047,26,,N-230,10:20,1,Cataluña,27,INC_ACT_EVD_LS2_CAC.png,Incidencia,?,41.834305,ROJO
11432800,EVENTOS / A-22 (17.0 - 17.5),LLEIDA,1,,01/03/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-22 </span> </b> a la altura de <b> (LLEIDA)</b> desde el <b> km 17</b> al <b> km 17.5</b> sentido <b>AMBOS SENTIDOS</b></span>",?,0.4147592,17.5,,A-22,11:37,1,Cataluña,17,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,41.740467,NEGRO
11432458,EVENTOS / L-902 (13.0 - 13.5),LLEIDA,1,ALMENAR,01/03/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">L-902 </span> </b> a la altura de <b>ALMENAR (LLEIDA)</b> desde el <b> km 13</b> al <b> km 13.5</b> sentido <b>AMBOS SENTIDOS</b></span>",?,0.533919,13.5,,L-902,11:11,1,Cataluña,13,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,41.820545,NEGRO
11432819,EVENTOS / N-240 (116.0 - 116.5),LLEIDA,1,ALMACELLES,01/03/2024,EVENTOS,SUR,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">N-240 </span> </b> a la altura de <b>ALMACELLES (LLEIDA)</b> desde el <b> km 116</b> al <b> km 116.5</b> sentido <b>SUR</b></span>",?,0.4262242,116.5,,N-240,11:36,1,Cataluña,116,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,41.74146,NEGRO
11397847,EVENTOS / A-2 (503.0 - 510.0),LLEIDA,1,VILAGRASSA,01/03/2024,EVENTOS,ESTE,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-2 </span> </b> a la altura de <b>VILAGRASSA (LLEIDA)</b> desde el <b> km 503</b> al <b> km 510</b> sentido <b>ESTE</b> hacia <b>BARCELONA</b></span>",?,1.0916574,510,,A-2,08:18,1,Cataluña,503,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,41.64788,NEGRO
11397902,EVENTOS / A-2 (510.0 - 503.0),LLEIDA,1,TALLADELL (EL),01/03/2024,EVENTOS,OESTE,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> con circulación interrumpida  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-2 </span> </b> desde el <b> km 510 </b> en <b>TALLADELL (EL) (LLEIDA)</b> al <b> km 503</b> en <b>ANGLESOLA (LLEIDA)</b> sentido <b>OESTE</b> hacia <b>LLEIDA</b></span>",?,1.166623,503,,A-2,08:21,1,Cataluña,510,INC_ACT_EVD_LS1_CAC.png,Incidencia,?,41.65688,NEGRO
11432858,EVENTOS / A-67 (116.6 - 116.6),PALENCIA,1,QUINTANAS DE HORMIGUERA,01/03/2024,EVENTOS,AMBOS SENTIDOS,"<span style=""margin-top:10px; float:left; clear:both""> <b>ACTIVIDADES (MANIFESTACIÓN)</b> por <b>ORDEN PÚBLICO</b> con circulación difícil  en<b></b>: </span> <span style=""margin-top:10px; float:left; clear:both"">  -  La carretera  <b> <span style=""color:#ab3000"">A-67 </span> </b> en el <b> km 116.6</b> en <b>QUINTANAS DE HORMIGUERA (PALENCIA)</b> sentido <b>AMBOS SENTIDOS</b> hacia <b>CANTABRIA</b></span><span style=""margin-top:10px; float:left; clear:both""> Advertencia: <b>CORTE TOTAL</b></span>",?,-4.152697,116.6,ORDEN PÚBLICO,A-67,11:48,1,Castilla y León,116.6,INC_ACT_EVD_LS2_CAC.png,Incidencia,?,42.86709,ROJO
